request_date,blood_group,hospital_id,units_requested,request_count,avg_urgency_score,day_of_week,month,week_of_year,blood_group_enc,lag_1_units,lag_7_units,rolling_7d_mean
2025-06-06,A+,HOS014,2,1,1.0,4,6,23,1,2.0,0.0,4.666666666666667
2025-06-08,A+,HOS014,4,1,2.0,6,6,23,1,2.0,0.0,4.0
2025-06-10,A+,HOS014,2,1,0.0,1,6,24,1,4.0,0.0,4.0
2025-06-28,A+,HOS014,8,1,2.0,5,6,26,1,2.0,0.0,3.6666666666666665
2025-07-18,A+,HOS014,2,1,0.0,4,7,29,1,8.0,8.0,4.285714285714286
2025-07-24,A+,HOS014,2,1,0.0,3,7,30,1,2.0,4.0,3.4285714285714284
2025-09-21,A+,HOS014,4,1,1.0,6,9,38,1,2.0,2.0,3.142857142857143
2025-09-25,A+,HOS014,2,1,0.0,3,9,39,1,4.0,2.0,3.4285714285714284
2025-10-05,A+,HOS014,1,1,0.0,6,10,40,1,2.0,4.0,3.4285714285714284
2025-10-11,A+,HOS014,1,1,0.0,5,10,41,1,1.0,2.0,3.0
2025-10-14,A+,HOS014,2,1,1.0,1,10,42,1,1.0,8.0,2.857142857142857
2025-10-21,A+,HOS014,4,1,2.0,1,10,43,1,2.0,2.0,2.0
2025-10-25,A+,HOS014,1,1,0.0,5,10,43,1,4.0,2.0,2.2857142857142856
2025-10-28,A+,HOS014,4,1,2.0,1,10,44,1,1.0,4.0,2.142857142857143
2025-11-22,A+,HOS014,2,1,1.0,5,11,47,1,4.0,2.0,2.142857142857143
2025-11-29,A+,HOS014,3,1,1.0,5,11,48,1,2.0,1.0,2.142857142857143
2025-11-30,A+,HOS014,1,1,0.0,6,11,48,1,3.0,1.0,2.4285714285714284
2025-12-07,A+,HOS014,2,1,1.0,6,12,49,1,1.0,2.0,2.4285714285714284
2025-12-15,A+,HOS014,3,1,1.0,0,12,51,1,2.0,4.0,2.4285714285714284
2025-12-28,A+,HOS014,1,1,0.0,6,12,52,1,3.0,1.0,2.2857142857142856
2025-12-29,A+,HOS014,1,1,0.0,0,12,1,1,1.0,4.0,2.2857142857142856
2026-01-16,A+,HOS014,2,1,0.0,4,1,3,1,1.0,2.0,1.8571428571428572
2026-02-01,A+,HOS014,2,1,0.0,6,2,5,1,2.0,3.0,1.8571428571428572
2026-02-09,A+,HOS014,10,1,3.0,0,2,7,1,2.0,1.0,1.7142857142857142
2026-02-11,A+,HOS014,4,1,1.0,2,2,7,1,10.0,2.0,3.0
2026-03-06,A+,HOS014,6,1,2.0,4,3,10,1,4.0,3.0,3.2857142857142856
2026-03-23,A+,HOS014,4,1,2.0,0,3,13,1,6.0,1.0,3.7142857142857144
2026-04-12,A+,HOS014,1,1,0.0,6,4,15,1,4.0,1.0,4.142857142857143
2026-04-16,A+,HOS014,3,1,1.0,3,4,16,1,1.0,2.0,4.142857142857143
2025-05-11,A+,HOS015,3,1,1.0,6,5,19,1,0.0,0.0,0.0
2025-05-16,A+,HOS015,2,1,1.0,4,5,20,1,3.0,0.0,3.0
2025-05-18,A+,HOS015,3,1,1.0,6,5,20,1,2.0,0.0,2.5
2025-05-29,A+,HOS015,10,2,1.5,3,5,22,1,3.0,0.0,2.6666666666666665
2025-06-06,A+,HOS015,4,1,1.0,4,6,23,1,10.0,0.0,4.5
2025-06-07,A+,HOS015,2,1,0.0,5,6,23,1,4.0,0.0,4.4
2025-06-11,A+,HOS015,1,1,0.0,2,6,24,1,2.0,0.0,4.0
2025-06-16,A+,HOS015,1,1,0.0,0,6,25,1,1.0,3.0,3.5714285714285716
2025-06-19,A+,HOS015,4,1,1.0,3,6,25,1,1.0,2.0,3.2857142857142856
2025-06-20,A+,HOS015,1,1,0.0,4,6,25,1,4.0,3.0,3.5714285714285716
2025-07-02,A+,HOS015,4,1,1.0,2,7,27,1,1.0,10.0,3.2857142857142856
2025-07-04,A+,HOS015,2,1,0.0,4,7,27,1,4.0,4.0,2.4285714285714284
2025-07-08,A+,HOS015,7,2,1.5,1,7,28,1,2.0,2.0,2.142857142857143
2025-07-19,A+,HOS015,2,1,1.0,5,7,29,1,7.0,1.0,2.857142857142857
2025-07-29,A+,HOS015,2,1,0.0,1,7,31,1,2.0,1.0,3.0
2025-08-06,A+,HOS015,1,1,0.0,2,8,32,1,2.0,4.0,3.142857142857143
2025-08-22,A+,HOS015,10,2,1.5,4,8,34,1,1.0,1.0,2.7142857142857144
2025-08-27,A+,HOS015,5,1,2.0,2,8,35,1,10.0,4.0,4.0
2025-08-30,A+,HOS015,8,1,2.0,5,8,35,1,5.0,2.0,4.142857142857143
2025-09-06,A+,HOS015,1,1,0.0,5,9,36,1,8.0,7.0,5.0
2025-09-08,A+,HOS015,13,1,3.0,0,9,37,1,1.0,2.0,4.142857142857143
2025-09-12,A+,HOS015,2,1,1.0,4,9,37,1,13.0,2.0,5.714285714285714
2025-09-26,A+,HOS015,2,1,1.0,4,9,39,1,2.0,1.0,5.714285714285714
2025-10-13,A+,HOS015,3,1,1.0,0,10,42,1,2.0,10.0,5.857142857142857
2025-10-16,A+,HOS015,2,1,1.0,3,10,42,1,3.0,5.0,4.857142857142857
2025-10-17,A+,HOS015,3,1,1.0,4,10,42,1,2.0,8.0,4.428571428571429
2025-11-24,A+,HOS015,4,2,0.0,0,11,48,1,3.0,1.0,3.7142857142857144
2025-12-03,A+,HOS015,8,1,2.0,2,12,49,1,4.0,13.0,4.142857142857143
2025-12-07,A+,HOS015,2,1,1.0,6,12,49,1,8.0,2.0,3.4285714285714284
2025-12-09,A+,HOS015,4,1,1.0,1,12,50,1,2.0,2.0,3.4285714285714284
2025-12-15,A+,HOS015,6,1,2.0,0,12,51,1,4.0,3.0,3.7142857142857144
2025-12-17,A+,HOS015,4,1,1.0,2,12,51,1,6.0,2.0,4.142857142857143
2025-12-24,A+,HOS015,1,1,0.0,2,12,52,1,4.0,3.0,4.428571428571429
2025-12-26,A+,HOS015,4,1,1.0,4,12,52,1,1.0,4.0,4.142857142857143
2026-01-03,A+,HOS015,4,1,2.0,5,1,1,1,4.0,8.0,4.142857142857143
2026-01-11,A+,HOS015,2,1,1.0,6,1,2,1,4.0,2.0,3.5714285714285716
2026-01-14,A+,HOS015,3,1,1.0,2,1,3,1,2.0,4.0,3.5714285714285716
2026-02-03,A+,HOS015,8,1,2.0,1,2,6,1,3.0,6.0,3.4285714285714284
2026-02-07,A+,HOS015,2,1,0.0,5,2,6,1,8.0,4.0,3.7142857142857144
2026-02-16,A+,HOS015,1,1,0.0,0,2,8,1,2.0,1.0,3.4285714285714284
2026-02-19,A+,HOS015,2,1,1.0,3,2,8,1,1.0,4.0,3.4285714285714284
2026-02-21,A+,HOS015,6,1,2.0,5,2,8,1,2.0,4.0,3.142857142857143
2026-02-24,A+,HOS015,1,1,0.0,1,2,9,1,6.0,2.0,3.4285714285714284
2026-03-01,A+,HOS015,2,1,0.0,6,3,9,1,1.0,3.0,3.2857142857142856
2026-03-05,A+,HOS015,1,1,0.0,3,3,10,1,2.0,8.0,3.142857142857143
2026-03-14,A+,HOS015,4,2,0.5,5,3,11,1,1.0,2.0,2.142857142857143
2026-04-11,A+,HOS015,2,1,0.0,5,4,15,1,4.0,1.0,2.4285714285714284
2026-04-30,A+,HOS015,8,1,2.0,3,4,18,1,2.0,2.0,2.5714285714285716
2025-05-12,A+,HOS016,3,1,1.0,0,5,20,1,0.0,0.0,0.0
2025-05-13,A+,HOS016,2,1,0.0,1,5,20,1,3.0,0.0,3.0
2025-05-24,A+,HOS016,5,1,2.0,5,5,21,1,2.0,0.0,2.5
2025-06-06,A+,HOS016,3,2,0.5,4,6,23,1,5.0,0.0,3.3333333333333335
2025-06-17,A+,HOS016,2,1,0.0,1,6,25,1,3.0,0.0,3.25
2025-06-28,A+,HOS016,2,1,0.0,5,6,26,1,2.0,0.0,3.0
2025-07-01,A+,HOS016,3,2,0.5,1,7,27,1,2.0,0.0,2.8333333333333335
2025-08-09,A+,HOS016,4,1,1.0,5,8,32,1,3.0,3.0,2.857142857142857
2025-08-14,A+,HOS016,1,1,0.0,3,8,33,1,4.0,2.0,3.0
2025-08-19,A+,HOS016,3,1,1.0,1,8,34,1,1.0,5.0,2.857142857142857
2025-08-23,A+,HOS016,2,1,1.0,5,8,34,1,3.0,3.0,2.5714285714285716
2025-08-29,A+,HOS016,2,1,1.0,4,8,35,1,2.0,2.0,2.4285714285714284
2025-09-10,A+,HOS016,5,1,2.0,2,9,37,1,2.0,2.0,2.4285714285714284
2025-09-15,A+,HOS016,3,1,1.0,0,9,38,1,5.0,3.0,2.857142857142857
2025-09-19,A+,HOS016,8,1,2.0,4,9,38,1,3.0,4.0,2.857142857142857
2025-09-28,A+,HOS016,4,1,1.0,6,9,39,1,8.0,1.0,3.4285714285714284
2025-10-17,A+,HOS016,1,1,0.0,4,10,42,1,4.0,3.0,3.857142857142857
2025-10-25,A+,HOS016,2,1,0.0,5,10,43,1,1.0,2.0,3.5714285714285716
2025-11-01,A+,HOS016,4,1,1.0,5,11,44,1,2.0,2.0,3.5714285714285716
2025-11-16,A+,HOS016,4,1,1.0,6,11,46,1,4.0,5.0,3.857142857142857
2025-11-25,A+,HOS016,2,1,1.0,1,11,48,1,4.0,3.0,3.7142857142857144
2025-12-11,A+,HOS016,1,1,0.0,3,12,50,1,2.0,8.0,3.5714285714285716
2025-12-21,A+,HOS016,2,1,1.0,6,12,51,1,1.0,4.0,2.5714285714285716
2025-12-28,A+,HOS016,4,1,1.0,6,12,52,1,2.0,1.0,2.2857142857142856
2026-01-03,A+,HOS016,4,1,1.0,5,1,1,1,4.0,2.0,2.7142857142857144
2026-01-08,A+,HOS016,8,1,2.0,3,1,2,1,4.0,4.0,3.0
2026-01-16,A+,HOS016,3,1,1.0,4,1,3,1,8.0,4.0,3.5714285714285716
2026-02-01,A+,HOS016,5,1,2.0,6,2,5,1,3.0,2.0,3.4285714285714284
2026-02-06,A+,HOS016,1,1,0.0,4,2,6,1,5.0,1.0,3.857142857142857
2026-02-10,A+,HOS016,5,2,0.5,1,2,7,1,1.0,2.0,3.857142857142857
2026-02-12,A+,HOS016,7,1,2.0,3,2,7,1,5.0,4.0,4.285714285714286
2026-02-17,A+,HOS016,5,1,2.0,1,2,8,1,7.0,4.0,4.714285714285714
2026-02-24,A+,HOS016,4,1,1.0,1,2,9,1,5.0,8.0,4.857142857142857
2026-03-15,A+,HOS016,1,1,0.0,6,3,11,1,4.0,3.0,4.285714285714286
2026-04-06,A+,HOS016,4,1,1.0,0,4,15,1,1.0,5.0,4.0
2026-04-12,A+,HOS016,1,1,0.0,6,4,15,1,4.0,1.0,3.857142857142857
2026-04-13,A+,HOS016,1,1,0.0,0,4,16,1,1.0,5.0,3.857142857142857
2026-04-21,A+,HOS016,4,1,2.0,1,4,17,1,1.0,7.0,3.2857142857142856
2026-04-22,A+,HOS016,1,1,0.0,2,4,17,1,4.0,5.0,2.857142857142857
2026-04-24,A+,HOS016,2,1,0.0,4,4,17,1,1.0,4.0,2.2857142857142856
2026-04-25,A+,HOS016,5,1,2.0,5,4,17,1,2.0,1.0,2.0
2025-05-23,A+,HOS017,4,1,2.0,4,5,21,1,0.0,0.0,0.0
2025-06-03,A+,HOS017,6,1,2.0,1,6,23,1,4.0,0.0,4.0
2025-06-05,A+,HOS017,4,1,1.0,3,6,23,1,6.0,0.0,5.0
2025-06-08,A+,HOS017,2,1,0.0,6,6,23,1,4.0,0.0,4.666666666666667
2025-06-16,A+,HOS017,6,1,2.0,0,6,25,1,2.0,0.0,4.0
2025-06-21,A+,HOS017,3,1,1.0,5,6,25,1,6.0,0.0,4.4
2025-06-29,A+,HOS017,2,1,0.0,6,6,26,1,3.0,0.0,4.166666666666667
2025-07-11,A+,HOS017,2,1,0.0,4,7,28,1,2.0,4.0,3.857142857142857
2025-07-18,A+,HOS017,8,1,2.0,4,7,29,1,2.0,6.0,3.5714285714285716
2025-07-19,A+,HOS017,2,1,0.0,5,7,29,1,8.0,4.0,3.857142857142857
2025-07-20,A+,HOS017,4,1,2.0,6,7,29,1,2.0,2.0,3.5714285714285716
2025-07-24,A+,HOS017,3,1,1.0,3,7,30,1,4.0,6.0,3.857142857142857
2025-07-27,A+,HOS017,1,1,0.0,6,7,30,1,3.0,3.0,3.4285714285714284
2025-07-31,A+,HOS017,8,1,2.0,3,7,31,1,1.0,2.0,3.142857142857143
2025-08-04,A+,HOS017,6,1,2.0,0,8,32,1,8.0,2.0,4.0
2025-08-08,A+,HOS017,6,1,2.0,4,8,32,1,6.0,8.0,4.571428571428571
2025-08-14,A+,HOS017,1,1,0.0,3,8,33,1,6.0,2.0,4.285714285714286
2025-08-18,A+,HOS017,3,1,1.0,0,8,34,1,1.0,4.0,4.142857142857143
2025-08-21,A+,HOS017,2,1,1.0,3,8,34,1,3.0,3.0,4.0
2025-08-27,A+,HOS017,1,1,0.0,2,8,35,1,2.0,1.0,3.857142857142857
2025-09-13,A+,HOS017,2,1,0.0,5,9,37,1,1.0,8.0,3.857142857142857
2025-10-06,A+,HOS017,2,1,1.0,0,10,41,1,2.0,6.0,3.0
2025-10-07,A+,HOS017,3,1,1.0,1,10,41,1,2.0,6.0,2.4285714285714284
2025-10-10,A+,HOS017,3,1,1.0,4,10,41,1,3.0,1.0,2.0
2025-11-02,A+,HOS017,2,1,1.0,6,11,44,1,3.0,3.0,2.2857142857142856
2025-11-04,A+,HOS017,3,1,1.0,1,11,45,1,2.0,2.0,2.142857142857143
2025-11-12,A+,HOS017,3,1,1.0,2,11,46,1,3.0,1.0,2.2857142857142856
2025-12-08,A+,HOS017,2,1,1.0,0,12,50,1,3.0,2.0,2.5714285714285716
2025-12-11,A+,HOS017,2,1,0.0,3,12,50,1,2.0,2.0,2.5714285714285716
2025-12-18,A+,HOS017,5,1,2.0,3,12,51,1,2.0,3.0,2.5714285714285716
2025-12-30,A+,HOS017,2,1,0.0,1,12,1,1,5.0,3.0,2.857142857142857
2026-01-08,A+,HOS017,9,1,3.0,3,1,2,1,2.0,2.0,2.7142857142857144
2026-01-09,A+,HOS017,8,1,2.0,4,1,2,1,9.0,3.0,3.7142857142857144
2026-01-19,A+,HOS017,8,1,2.0,0,1,4,1,8.0,3.0,4.428571428571429
2026-01-23,A+,HOS017,4,2,0.0,4,1,4,1,8.0,2.0,5.142857142857143
2026-01-27,A+,HOS017,6,1,2.0,1,1,5,1,4.0,2.0,5.428571428571429
2026-02-06,A+,HOS017,1,1,0.0,4,2,6,1,6.0,5.0,6.0
2026-02-25,A+,HOS017,14,1,3.0,2,2,9,1,1.0,2.0,5.428571428571429
2026-03-05,A+,HOS017,1,1,0.0,3,3,10,1,14.0,9.0,7.142857142857143
2026-03-14,A+,HOS017,2,1,1.0,5,3,11,1,1.0,8.0,6.0
2026-03-18,A+,HOS017,4,1,2.0,2,3,12,1,2.0,8.0,5.142857142857143
2026-03-20,A+,HOS017,6,2,1.0,4,3,12,1,4.0,4.0,4.571428571428571
2026-04-16,A+,HOS017,5,1,2.0,3,4,16,1,6.0,6.0,4.857142857142857
2025-05-08,A+,HOS018,1,1,0.0,3,5,19,1,0.0,0.0,0.0
2025-05-16,A+,HOS018,1,1,0.0,4,5,20,1,1.0,0.0,1.0
2025-05-22,A+,HOS018,1,1,0.0,3,5,21,1,1.0,0.0,1.0
2025-05-25,A+,HOS018,4,1,2.0,6,5,21,1,1.0,0.0,1.0
2025-05-29,A+,HOS018,8,1,2.0,3,5,22,1,4.0,0.0,1.75
2025-05-30,A+,HOS018,8,1,2.0,4,5,22,1,8.0,0.0,3.0
2025-06-05,A+,HOS018,2,1,1.0,3,6,23,1,8.0,0.0,3.8333333333333335
2025-06-13,A+,HOS018,2,1,0.0,4,6,24,1,2.0,1.0,3.5714285714285716
2025-07-08,A+,HOS018,4,1,1.0,1,7,28,1,2.0,1.0,3.7142857142857144
2025-07-16,A+,HOS018,3,1,1.0,2,7,29,1,4.0,1.0,4.142857142857143
2025-07-27,A+,HOS018,4,1,1.0,6,7,30,1,3.0,4.0,4.428571428571429
2025-08-01,A+,HOS018,4,1,1.0,4,8,31,1,4.0,8.0,4.428571428571429
2025-08-03,A+,HOS018,3,1,1.0,6,8,31,1,4.0,8.0,3.857142857142857
2025-08-04,A+,HOS018,1,1,0.0,0,8,32,1,3.0,2.0,3.142857142857143
2025-08-07,A+,HOS018,1,1,0.0,3,8,32,1,1.0,2.0,3.0
2025-08-10,A+,HOS018,1,1,0.0,6,8,32,1,1.0,4.0,2.857142857142857
2025-08-24,A+,HOS018,4,1,1.0,6,8,34,1,1.0,3.0,2.4285714285714284
2025-08-27,A+,HOS018,2,1,1.0,2,8,35,1,4.0,4.0,2.5714285714285716
2025-09-11,A+,HOS018,1,1,0.0,3,9,37,1,2.0,4.0,2.2857142857142856
2025-09-19,A+,HOS018,4,1,2.0,4,9,38,1,1.0,3.0,1.8571428571428572
2025-10-05,A+,HOS018,2,1,0.0,6,10,40,1,4.0,1.0,2.0
2025-10-19,A+,HOS018,1,1,0.0,6,10,42,1,2.0,1.0,2.142857142857143
2025-11-17,A+,HOS018,4,1,1.0,0,11,47,1,1.0,1.0,2.142857142857143
2025-11-20,A+,HOS018,3,1,1.0,3,11,47,1,4.0,4.0,2.5714285714285716
2025-11-25,A+,HOS018,6,1,2.0,1,11,48,1,3.0,2.0,2.4285714285714284
2025-12-02,A+,HOS018,2,1,0.0,1,12,49,1,6.0,1.0,3.0
2025-12-21,A+,HOS018,8,1,2.0,6,12,51,1,2.0,4.0,3.142857142857143
2025-12-30,A+,HOS018,2,1,0.0,1,12,1,1,8.0,2.0,3.7142857142857144
2026-01-02,A+,HOS018,1,1,0.0,4,1,1,1,2.0,1.0,3.7142857142857144
2026-01-04,A+,HOS018,3,1,1.0,6,1,1,1,1.0,4.0,3.7142857142857144
2026-01-20,A+,HOS018,2,1,0.0,1,1,4,1,3.0,3.0,3.5714285714285716
2026-01-21,A+,HOS018,7,1,2.0,2,1,4,1,2.0,6.0,3.4285714285714284
2026-01-26,A+,HOS018,7,1,2.0,0,1,5,1,7.0,2.0,3.5714285714285716
2026-01-28,A+,HOS018,7,1,2.0,2,1,5,1,7.0,8.0,4.285714285714286
2026-01-29,A+,HOS018,2,1,0.0,3,1,5,1,7.0,2.0,4.142857142857143
2026-01-31,A+,HOS018,2,1,0.0,5,1,5,1,2.0,1.0,4.142857142857143
2026-02-04,A+,HOS018,3,1,1.0,2,2,6,1,2.0,3.0,4.285714285714286
2026-02-24,A+,HOS018,9,2,1.0,1,2,9,1,3.0,2.0,4.285714285714286
2026-02-27,A+,HOS018,6,1,2.0,4,2,9,1,9.0,7.0,5.285714285714286
2026-03-04,A+,HOS018,6,2,1.0,2,3,10,1,6.0,7.0,5.142857142857143
2026-04-04,A+,HOS018,3,1,1.0,5,4,14,1,6.0,7.0,5.0
2026-04-05,A+,HOS018,2,1,1.0,6,4,14,1,3.0,2.0,4.428571428571429
2026-04-13,A+,HOS018,3,2,0.0,0,4,16,1,2.0,2.0,4.428571428571429
2026-04-30,A+,HOS018,2,1,0.0,3,4,18,1,3.0,3.0,4.571428571428571
2026-05-01,A+,HOS018,7,1,2.0,4,5,18,1,2.0,9.0,4.428571428571429
2025-05-08,A+,HOS019,11,1,3.0,3,5,19,1,0.0,0.0,0.0
2025-05-30,A+,HOS019,3,1,1.0,4,5,22,1,11.0,0.0,11.0
2025-06-04,A+,HOS019,3,1,1.0,2,6,23,1,3.0,0.0,7.0
2025-06-07,A+,HOS019,14,1,3.0,5,6,23,1,3.0,0.0,5.666666666666667
2025-06-13,A+,HOS019,7,1,2.0,4,6,24,1,14.0,0.0,7.75
2025-06-20,A+,HOS019,4,1,1.0,4,6,25,1,7.0,0.0,7.6
2025-06-27,A+,HOS019,4,1,1.0,4,6,26,1,4.0,0.0,7.0
2025-07-08,A+,HOS019,3,1,1.0,1,7,28,1,4.0,11.0,6.571428571428571
2025-07-24,A+,HOS019,3,1,1.0,3,7,30,1,3.0,3.0,5.428571428571429
2025-07-28,A+,HOS019,2,1,1.0,0,7,31,1,3.0,3.0,5.428571428571429
2025-08-15,A+,HOS019,2,1,0.0,4,8,33,1,2.0,14.0,5.285714285714286
2025-08-18,A+,HOS019,2,1,1.0,0,8,34,1,2.0,7.0,3.5714285714285716
2025-08-23,A+,HOS019,2,1,1.0,5,8,34,1,2.0,4.0,2.857142857142857
2025-09-05,A+,HOS019,3,1,1.0,4,9,36,1,2.0,4.0,2.5714285714285716
2025-09-15,A+,HOS019,2,1,0.0,0,9,38,1,3.0,3.0,2.4285714285714284
2025-09-24,A+,HOS019,1,1,0.0,2,9,39,1,2.0,3.0,2.2857142857142856
2025-10-02,A+,HOS019,2,1,0.0,3,10,40,1,1.0,2.0,2.0
2025-10-03,A+,HOS019,7,1,2.0,4,10,40,1,2.0,2.0,2.0
2025-10-04,A+,HOS019,4,1,1.0,5,10,40,1,7.0,2.0,2.7142857142857144
2025-10-26,A+,HOS019,15,1,3.0,6,10,43,1,4.0,2.0,3.0
2025-10-28,A+,HOS019,4,1,1.0,1,10,44,1,15.0,3.0,4.857142857142857
2025-11-08,A+,HOS019,6,1,2.0,5,11,45,1,4.0,2.0,5.0
2025-11-09,A+,HOS019,6,3,0.3333333333333333,6,11,45,1,6.0,1.0,5.571428571428571
2025-11-14,A+,HOS019,4,1,1.0,4,11,46,1,6.0,2.0,6.285714285714286
2025-11-25,A+,HOS019,2,1,1.0,1,11,48,1,4.0,7.0,6.571428571428571
2025-11-27,A+,HOS019,2,1,1.0,3,11,48,1,2.0,4.0,5.857142857142857
2025-12-03,A+,HOS019,4,1,1.0,2,12,49,1,2.0,15.0,5.571428571428571
2025-12-04,A+,HOS019,2,1,0.0,3,12,49,1,4.0,4.0,4.0
2025-12-17,A+,HOS019,11,1,3.0,2,12,51,1,2.0,6.0,3.7142857142857144
2025-12-21,A+,HOS019,1,1,0.0,6,12,51,1,11.0,6.0,4.428571428571429
2026-01-09,A+,HOS019,1,1,0.0,4,1,2,1,1.0,4.0,3.7142857142857144
2026-01-15,A+,HOS019,2,1,1.0,3,1,3,1,1.0,2.0,3.2857142857142856
2026-01-26,A+,HOS019,3,1,1.0,0,1,5,1,2.0,2.0,3.2857142857142856
2026-01-29,A+,HOS019,4,1,1.0,3,1,5,1,3.0,4.0,3.4285714285714284
2026-02-05,A+,HOS019,2,1,0.0,3,2,6,1,4.0,2.0,3.4285714285714284
2026-02-08,A+,HOS019,3,1,1.0,6,2,6,1,2.0,11.0,3.4285714285714284
2026-02-11,A+,HOS019,2,1,1.0,2,2,7,1,3.0,1.0,2.2857142857142856
2026-03-12,A+,HOS019,4,1,2.0,3,3,11,1,2.0,1.0,2.4285714285714284
2026-03-16,A+,HOS019,6,1,2.0,0,3,12,1,4.0,2.0,2.857142857142857
2026-03-22,A+,HOS019,4,1,1.0,6,3,12,1,6.0,3.0,3.4285714285714284
2026-03-24,A+,HOS019,1,1,0.0,1,3,13,1,4.0,4.0,3.5714285714285716
2026-03-25,A+,HOS019,6,1,2.0,2,3,13,1,1.0,2.0,3.142857142857143
2026-03-29,A+,HOS019,4,1,2.0,6,3,13,1,6.0,3.0,3.7142857142857144
2026-03-31,A+,HOS019,2,1,0.0,1,3,14,1,4.0,2.0,3.857142857142857
2026-04-11,A+,HOS019,8,1,2.0,5,4,15,1,2.0,4.0,3.857142857142857
2026-04-22,A+,HOS019,2,1,1.0,2,4,17,1,8.0,6.0,4.428571428571429
2026-05-01,A+,HOS019,2,1,0.0,4,5,18,1,2.0,4.0,3.857142857142857
2025-05-04,A+,HOS020,4,1,1.0,6,5,18,1,0.0,0.0,0.0
2025-05-13,A+,HOS020,2,1,1.0,1,5,20,1,4.0,0.0,4.0
2025-05-20,A+,HOS020,4,1,2.0,1,5,21,1,2.0,0.0,3.0
2025-05-22,A+,HOS020,1,1,0.0,3,5,21,1,4.0,0.0,3.3333333333333335
2025-06-10,A+,HOS020,8,1,2.0,1,6,24,1,1.0,0.0,2.75
2025-06-11,A+,HOS020,5,1,2.0,2,6,24,1,8.0,0.0,3.8
2025-06-15,A+,HOS020,2,1,0.0,6,6,24,1,5.0,0.0,4.0
2025-06-19,A+,HOS020,3,1,1.0,3,6,25,1,2.0,4.0,3.7142857142857144
2025-06-23,A+,HOS020,2,1,1.0,0,6,26,1,3.0,2.0,3.5714285714285716
2025-06-26,A+,HOS020,9,1,3.0,3,6,26,1,2.0,4.0,3.5714285714285716
2025-07-09,A+,HOS020,11,2,1.5,2,7,28,1,9.0,1.0,4.285714285714286
2025-07-21,A+,HOS020,3,1,1.0,0,7,30,1,11.0,8.0,5.714285714285714
2025-07-31,A+,HOS020,7,1,2.0,3,7,31,1,3.0,5.0,5.0
2025-08-04,A+,HOS020,2,1,1.0,0,8,32,1,7.0,2.0,5.285714285714286
2025-08-05,A+,HOS020,12,4,0.75,1,8,32,1,2.0,3.0,5.285714285714286
2025-08-06,A+,HOS020,4,1,1.0,2,8,32,1,12.0,2.0,6.571428571428571
2025-08-12,A+,HOS020,1,1,0.0,1,8,33,1,4.0,9.0,6.857142857142857
2025-08-15,A+,HOS020,2,1,0.0,4,8,33,1,1.0,11.0,5.714285714285714
2025-08-20,A+,HOS020,2,1,0.0,2,8,34,1,2.0,3.0,4.428571428571429
2025-08-23,A+,HOS020,1,1,0.0,5,8,34,1,2.0,7.0,4.285714285714286
2025-08-28,A+,HOS020,4,1,1.0,3,8,35,1,1.0,2.0,3.4285714285714284
2025-09-03,A+,HOS020,4,1,1.0,2,9,36,1,4.0,12.0,3.7142857142857144
2025-09-11,A+,HOS020,2,1,1.0,3,9,37,1,4.0,4.0,2.5714285714285716
2025-09-13,A+,HOS020,7,1,2.0,5,9,37,1,2.0,1.0,2.2857142857142856
2025-10-01,A+,HOS020,4,1,1.0,2,10,40,1,7.0,2.0,3.142857142857143
2025-10-12,A+,HOS020,7,1,2.0,6,10,41,1,4.0,2.0,3.4285714285714284
2025-10-13,A+,HOS020,2,1,0.0,0,10,42,1,7.0,1.0,4.142857142857143
2025-10-23,A+,HOS020,2,1,0.0,3,10,43,1,2.0,4.0,4.285714285714286
2025-10-24,A+,HOS020,5,1,2.0,4,10,43,1,2.0,4.0,4.0
2025-11-04,A+,HOS020,2,1,1.0,1,11,45,1,5.0,2.0,4.142857142857143
2025-11-14,A+,HOS020,13,1,3.0,4,11,46,1,2.0,7.0,4.142857142857143
2025-11-21,A+,HOS020,2,1,1.0,4,11,47,1,13.0,4.0,5.0
2025-11-27,A+,HOS020,4,1,1.0,3,11,48,1,2.0,7.0,4.714285714285714
2025-12-01,A+,HOS020,5,1,2.0,0,12,49,1,4.0,2.0,4.285714285714286
2025-12-04,A+,HOS020,6,1,2.0,3,12,49,1,5.0,2.0,4.714285714285714
2025-12-06,A+,HOS020,7,1,2.0,5,12,49,1,6.0,5.0,5.285714285714286
2025-12-11,A+,HOS020,7,1,2.0,3,12,50,1,7.0,2.0,5.571428571428571
2025-12-13,A+,HOS020,2,1,1.0,5,12,50,1,7.0,13.0,6.285714285714286
2025-12-14,A+,HOS020,2,1,1.0,6,12,50,1,2.0,2.0,4.714285714285714
2025-12-22,A+,HOS020,8,1,2.0,0,12,52,1,2.0,4.0,4.714285714285714
2026-01-28,A+,HOS020,2,1,0.0,2,1,5,1,8.0,5.0,5.285714285714286
2026-02-06,A+,HOS020,6,1,2.0,4,2,6,1,2.0,6.0,4.857142857142857
2026-02-19,A+,HOS020,2,1,1.0,3,2,8,1,6.0,7.0,4.857142857142857
2026-02-22,A+,HOS020,3,1,1.0,6,2,8,1,2.0,7.0,4.142857142857143
2026-02-23,A+,HOS020,1,1,0.0,0,2,9,1,3.0,2.0,3.5714285714285716
2026-02-25,A+,HOS020,2,1,0.0,2,2,9,1,1.0,2.0,3.4285714285714284
